CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40373272,BROOKLYN,44,HENRY STREET                                                                                        ,11201,7188341776,09/12/2012,06C,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40373912,MANHATTAN,206,THOMPSON STREET,10012,2122287701,09/12/2012,10B,Not Critical,6,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40373912,MANHATTAN,206,THOMPSON STREET,10012,2122287701,09/12/2012,10E,Not Critical,6,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40373912,MANHATTAN,206,THOMPSON STREET,10012,2122287701,09/12/2012,10H,Not Critical,6,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40373937,MANHATTAN,37,WEST 65 STREET,10023,2125958895,09/20/2012,02G,Critical,45,,,10/26/2014,Cycle Inspection / Initial Inspection
40373937,MANHATTAN,37,WEST 65 STREET,10023,2125958895,09/20/2012,04L,Critical,45,,,10/26/2014,Cycle Inspection / Initial Inspection
40373937,MANHATTAN,37,WEST 65 STREET,10023,2125958895,09/20/2012,04M,Critical,45,,,10/26/2014,Cycle Inspection / Initial Inspection
40373937,MANHATTAN,37,WEST 65 STREET,10023,2125958895,09/20/2012,04N,Critical,45,,,10/26/2014,Cycle Inspection / Initial Inspection
40373937,MANHATTAN,37,WEST 65 STREET,10023,2125958895,09/20/2012,08A,Not Critical,45,,,10/26/2014,Cycle Inspection / Initial Inspection
40373937,MANHATTAN,37,WEST 65 STREET,10023,2125958895,09/20/2012,09B,Not Critical,45,,,10/26/2014,Cycle Inspection / Initial Inspection
40374415,MANHATTAN,113,THOMPSON STREET                                                                                     ,10012,2129258923,09/18/2012,,Not Applicable,,,,10/26/2014,Trans Fat / Compliance Inspection
40374460,QUEENS,72-69,KISSENA BOULEVARD,11367,7182634295,09/12/2012,04N,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40374460,QUEENS,72-69,KISSENA BOULEVARD,11367,7182634295,09/12/2012,08A,Not Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40374460,QUEENS,72-69,KISSENA BOULEVARD,11367,7182634295,09/12/2012,10D,Not Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40375286,QUEENS,82-07,153 AVENUE,11414,7186418259,09/20/2012,06C,Critical,7,A,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40375286,QUEENS,82-07,153 AVENUE,11414,7186418259,09/20/2012,10I,Not Critical,7,A,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40375616,MANHATTAN,1617,YORK AVENUE                                                                                         ,10028,2125354480,09/12/2012,06D,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40375616,MANHATTAN,1617,YORK AVENUE                                                                                         ,10028,2125354480,09/12/2012,06E,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40375616,MANHATTAN,1617,YORK AVENUE                                                                                         ,10028,2125354480,09/12/2012,10J,Not Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
40375634,MANHATTAN,2021,7 AVENUE,10027,2122229878,09/20/2012,04N,Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
40375634,MANHATTAN,2021,7 AVENUE,10027,2122229878,09/20/2012,08A,Not Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
40375699,MANHATTAN,73,WEST   11 STREET                ,10011,2126752048,09/20/2012,02B,Critical,26,B,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40375699,MANHATTAN,73,WEST   11 STREET                ,10011,2126752048,09/20/2012,02G,Critical,26,B,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40375699,MANHATTAN,73,WEST   11 STREET                ,10011,2126752048,09/20/2012,04C,Critical,26,B,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40375699,MANHATTAN,73,WEST   11 STREET                ,10011,2126752048,09/20/2012,06C,Critical,26,B,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40376031,MANHATTAN,309,AMSTERDAM AVENUE,10023,2127990062,09/06/2012,04H,Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
40376031,MANHATTAN,309,AMSTERDAM AVENUE,10023,2127990062,09/06/2012,08C,Not Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
40376031,MANHATTAN,309,AMSTERDAM AVENUE,10023,2127990062,09/06/2012,10F,Not Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
40376121,MANHATTAN,464,6 AVENUE                                                                                            ,10011,2128078585,09/17/2012,02G,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40376121,MANHATTAN,464,6 AVENUE                                                                                            ,10011,2128078585,09/17/2012,06C,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40376121,MANHATTAN,464,6 AVENUE                                                                                            ,10011,2128078585,09/17/2012,06E,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40376121,MANHATTAN,464,6 AVENUE                                                                                            ,10011,2128078585,09/17/2012,10F,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40376352,MANHATTAN,131,WEST 3 STREET,10012,2124758592,09/11/2012,02G,Critical,13,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
40376352,MANHATTAN,131,WEST 3 STREET,10012,2124758592,09/11/2012,06C,Critical,13,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
40376496,MANHATTAN,80,GROVE STREET                                                                                        ,10014,2129243557,09/18/2012,06C,Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40376496,MANHATTAN,80,GROVE STREET                                                                                        ,10014,2129243557,09/18/2012,06D,Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40376496,MANHATTAN,80,GROVE STREET                                                                                        ,10014,2129243557,09/18/2012,10B,Not Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40376635,BROOKLYN,156,ATLANTIC AVENUE,11201,7185965800,09/15/2012,04L,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40376635,BROOKLYN,156,ATLANTIC AVENUE,11201,7185965800,09/15/2012,04N,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40376635,BROOKLYN,156,ATLANTIC AVENUE,11201,7185965800,09/15/2012,06A,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40376635,BROOKLYN,156,ATLANTIC AVENUE,11201,7185965800,09/15/2012,08A,Not Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40376687,MANHATTAN,72,MAC DOUGAL STREET                                 ,10012,2125050727,09/06/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Second Compliance Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/24/2012,02G,Critical,10,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,02G,Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,04L,Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,04M,Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,06D,Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,06F,Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,08A,Not Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,10B,Not Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377299,MANHATTAN,267,AMSTERDAM AVENUE                                                                                    ,10023,2128736233,09/14/2012,10F,Not Critical,33,,,10/26/2014,Cycle Inspection / Initial Inspection
40377789,MANHATTAN,200,WEST   70 STREET,10023,2128737411,09/20/2012,02B,Critical,34,,,10/26/2014,Cycle Inspection / Initial Inspection
40377789,MANHATTAN,200,WEST   70 STREET,10023,2128737411,09/20/2012,02G,Critical,34,,,10/26/2014,Cycle Inspection / Initial Inspection
40377789,MANHATTAN,200,WEST   70 STREET,10023,2128737411,09/20/2012,04C,Critical,34,,,10/26/2014,Cycle Inspection / Initial Inspection
40377789,MANHATTAN,200,WEST   70 STREET,10023,2128737411,09/20/2012,06A,Critical,34,,,10/26/2014,Cycle Inspection / Initial Inspection
40377789,MANHATTAN,200,WEST   70 STREET,10023,2128737411,09/20/2012,06E,Critical,34,,,10/26/2014,Cycle Inspection / Initial Inspection
40378190,QUEENS,107-08,70 ROAD,11375,7182632999,09/11/2012,04L,Critical,11,A,09/11/2012,10/26/2014,Cycle Inspection / Re-inspection
40378190,QUEENS,107-08,70 ROAD,11375,7182632999,09/11/2012,08A,Not Critical,11,A,09/11/2012,10/26/2014,Cycle Inspection / Re-inspection
40378190,QUEENS,107-08,70 ROAD,11375,7182632999,09/11/2012,10F,Not Critical,11,A,09/11/2012,10/26/2014,Cycle Inspection / Re-inspection
40378272,MANHATTAN,116,8 AVENUE,10011,2126330877,09/06/2012,04H,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
40378272,MANHATTAN,116,8 AVENUE,10011,2126330877,09/06/2012,04L,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
40378272,MANHATTAN,116,8 AVENUE,10011,2126330877,09/06/2012,06C,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
40378272,MANHATTAN,116,8 AVENUE,10011,2126330877,09/06/2012,06D,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
40378272,MANHATTAN,116,8 AVENUE,10011,2126330877,09/06/2012,08A,Not Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,02G,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,04J,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,04L,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,04N,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,06C,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,06D,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,08A,Not Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,10B,Not Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40378383,BROOKLYN,313,AVENUE U,11223,7183721445,09/19/2012,10F,Not Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/27/2012,02B,Critical,27,B,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/27/2012,04L,Critical,27,B,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/27/2012,04N,Critical,27,B,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/27/2012,06D,Critical,27,B,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/27/2012,08A,Not Critical,27,B,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/13/2012,04C,Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/13/2012,06C,Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/13/2012,10B,Not Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40380044,BROOKLYN,1100,60 STREET                                                                                           ,11219,7188543232,09/13/2012,10F,Not Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40380559,MANHATTAN,226,WEST 52 ND STREET                                 ,10019,2123150100,09/12/2012,06D,Critical,5,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
40381295,MANHATTAN,345,EAST 6 STREET,10003,2126149718,09/17/2012,02B,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40381295,MANHATTAN,345,EAST 6 STREET,10003,2126149718,09/17/2012,04L,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40381295,MANHATTAN,345,EAST 6 STREET,10003,2126149718,09/17/2012,08A,Not Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
40381420,MANHATTAN,6,STUYVESANT STREET,10003,2125983041,09/28/2012,02B,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40381420,MANHATTAN,6,STUYVESANT STREET,10003,2125983041,09/28/2012,04L,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
40381896,QUEENS,107-16,70 ROAD,11375,7187936700,09/20/2012,04L,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40381896,QUEENS,107-16,70 ROAD,11375,7187936700,09/20/2012,04M,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40381896,QUEENS,107-16,70 ROAD,11375,7187936700,09/20/2012,06D,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40381896,QUEENS,107-16,70 ROAD,11375,7187936700,09/20/2012,08A,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
40381896,QUEENS,107-16,70 ROAD,11375,7187936700,09/20/2012,10B,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
